                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.6379,                 1.5091,                  1.842,                0.67463,                0.51725,                0.63329,                0.27439,                 2.0669,                 1.5336,                 2.3667,              0.0011744,              0.0011744,              0.0011744
                     12,                 1.6414,                 1.4181,                 1.7687,                0.66335,                0.59755,                0.66011,                0.31504,                 1.8166,                 1.4497,                 2.0659,              0.0011461,              0.0011461,              0.0011461
                     13,                 1.6116,                 1.4387,                 1.7695,                0.56621,                0.56303,                0.59873,                0.28397,                 2.0097,                 1.5714,                 2.2805,              0.0011178,              0.0011178,              0.0011178
                     14,                 1.6133,                 1.4271,                 1.8032,                0.54995,                0.60864,                0.60009,                0.26355,                 2.0275,                 1.7898,                 2.3006,              0.0010895,              0.0010895,              0.0010895
                     15,                 1.5823,                 1.3368,                 1.7501,                0.68231,                0.61435,                 0.6743,                0.32644,                 1.9126,                 1.4538,                 2.1147,              0.0010612,              0.0010612,              0.0010612
                     16,                 1.5472,                 1.2262,                 1.7376,                0.63963,                0.60166,                0.64024,                0.28448,                 2.0215,                    1.5,                 2.2045,              0.0010329,              0.0010329,              0.0010329
                     17,                 1.5124,                 1.1779,                 1.6988,                0.76911,                0.67162,                0.75123,                0.35384,                 1.8042,                 1.2675,                 2.0694,              0.0010046,              0.0010046,              0.0010046
                     18,                 1.5181,                 1.1806,                 1.6801,                0.68377,                0.69995,                0.73173,                0.34377,                 1.8396,                 1.3988,                 2.1093,             0.00097629,             0.00097629,             0.00097629
                     19,                 1.4776,                  1.167,                 1.6703,                0.70531,                0.64864,                0.70309,                0.31635,                 1.9747,                 1.4172,                 2.2113,               0.000948,               0.000948,               0.000948
                     20,                 1.4479,                 1.1506,                 1.6374,                0.70536,                 0.6327,                0.67825,                0.35829,                 1.7849,                 1.3502,                 2.0524,              0.0009197,              0.0009197,              0.0009197
                     21,                 1.4009,                 1.0721,                  1.597,                0.59417,                0.61806,                0.63374,                0.32925,                 1.7925,                 1.5939,                 2.0523,             0.00089141,             0.00089141,             0.00089141
                     22,                 1.3662,                 1.0826,                 1.5724,                0.79555,                0.64858,                0.74059,                0.38835,                 1.7875,                 1.2641,                 2.0279,             0.00086312,             0.00086312,             0.00086312
                     23,                 1.3461,                 1.0657,                 1.5583,                0.85618,                0.59189,                0.75124,                0.38538,                 1.7166,                 1.3351,                   1.98,             0.00083482,             0.00083482,             0.00083482
                     24,                 1.3844,                0.99597,                 1.5953,                0.64842,                0.61551,                0.63073,                0.32706,                 1.8184,                 1.4442,                 2.0915,             0.00080653,             0.00080653,             0.00080653
                     25,                 1.3868,                 1.0324,                 1.5761,                0.73754,                0.61497,                0.69149,                0.36042,                  1.774,                 1.3442,                 2.0228,             0.00077823,             0.00077823,             0.00077823
                     26,                 1.3433,                0.97289,                 1.5654,                0.68378,                0.57849,                0.63255,                0.31703,                  1.864,                 1.4907,                 2.1639,             0.00074994,             0.00074994,             0.00074994
                     27,                 1.3257,                0.98467,                 1.5185,                0.74414,                 0.7018,                0.72239,                 0.3455,                 1.8768,                 1.1951,                 2.1296,             0.00072164,             0.00072164,             0.00072164
                     28,                 1.3484,                0.92622,                  1.537,                0.80043,                 0.6697,                0.72204,                0.33816,                 1.8578,                 1.2391,                 2.0927,             0.00069335,             0.00069335,             0.00069335
                     29,                 1.2879,                0.93031,                  1.484,                0.76506,                0.63137,                0.70525,                0.35131,                  1.858,                 1.2628,                 2.1317,             0.00066506,             0.00066506,             0.00066506
                     30,                 1.2878,                 0.9121,                 1.5117,                0.73528,                0.65446,                0.69648,                0.35359,                 1.8332,                 1.3793,                 2.1157,             0.00063676,             0.00063676,             0.00063676
                     31,                 1.2624,                0.91302,                 1.4708,                0.80889,                0.61387,                0.72272,                0.36165,                  1.847,                 1.2055,                  2.119,             0.00060847,             0.00060847,             0.00060847
                     32,                 1.2211,                0.86341,                 1.4542,                0.65813,                0.68241,                0.69534,                0.34778,                 1.7972,                 1.2986,                 2.0603,             0.00058017,             0.00058017,             0.00058017
                     33,                 1.2159,                0.83631,                 1.4443,                 0.8156,                0.69648,                0.77006,                0.37483,                 1.8067,                 1.1363,                 2.0813,             0.00055188,             0.00055188,             0.00055188
                     34,                 1.2275,                0.83597,                 1.4349,                 0.7493,                0.65282,                0.71921,                0.36684,                  1.777,                 1.1628,                 2.0427,             0.00052359,             0.00052359,             0.00052359
                     35,                 1.2145,                0.81099,                 1.4342,                 0.7679,                0.63551,                0.70778,                  0.363,                 1.8604,                 1.1564,                 2.1266,             0.00049529,             0.00049529,             0.00049529
                     36,                 1.2072,                0.81267,                 1.4285,                0.70956,                0.67102,                0.71963,                0.36728,                 1.8503,                  1.175,                 2.0899,               0.000467,               0.000467,               0.000467
                     37,                 1.1441,                0.80227,                 1.4028,                 0.7884,                0.62839,                0.72659,                0.35165,                   1.91,                 1.2063,                 2.2394,              0.0004387,              0.0004387,              0.0004387
                     38,                  1.161,                0.79318,                 1.3902,                 0.7469,                0.65094,                0.70057,                0.35214,                 1.8605,                 1.2215,                 2.1996,             0.00041041,             0.00041041,             0.00041041
                     39,                  1.121,                0.78448,                 1.3541,                0.74363,                 0.7095,                0.73023,                0.33477,                 1.9711,                 1.1793,                 2.2798,             0.00038211,             0.00038211,             0.00038211
                     40,                 1.1027,                0.76314,                 1.3385,                0.79743,                0.67946,                0.73724,                0.35071,                 1.8824,                 1.1641,                 2.2194,             0.00035382,             0.00035382,             0.00035382
                     41,                 1.0894,                0.73792,                  1.336,                0.74743,                 0.7174,                 0.7516,                 0.3674,                 1.8257,                 1.1199,                 2.1639,             0.00032553,             0.00032553,             0.00032553
                     42,                 1.0725,                0.74372,                 1.3441,                0.76164,                 0.7136,                0.75871,                0.39044,                 1.7529,                 1.1108,                 2.1023,             0.00029723,             0.00029723,             0.00029723
                     43,                 1.0589,                0.69838,                 1.3174,                0.76036,                0.68552,                0.75934,                0.39016,                 1.7474,                 1.1557,                 2.0405,             0.00026894,             0.00026894,             0.00026894
                     44,                 1.0741,                0.68913,                 1.3284,                0.77091,                0.72805,                0.77351,                0.37237,                 1.7812,                 1.1004,                 2.0887,             0.00024064,             0.00024064,             0.00024064
                     45,                 1.0393,                0.67267,                 1.3103,                0.72343,                0.71368,                0.77793,                0.37948,                 1.8074,                  1.083,                 2.1577,             0.00021235,             0.00021235,             0.00021235
                     46,                0.98883,                0.64593,                 1.2734,                0.79038,                0.69065,                0.77898,                0.38947,                 1.7651,                 1.0866,                 2.1187,             0.00018406,             0.00018406,             0.00018406
                     47,                 1.0141,                0.66479,                 1.2804,                 0.7743,                0.65948,                0.74992,                0.37308,                 1.8058,                 1.0648,                 2.1677,             0.00015576,             0.00015576,             0.00015576
                     48,                0.99163,                0.63626,                 1.2669,                0.77401,                0.67235,                 0.7633,                0.37334,                  1.846,                 1.0878,                 2.1966,             0.00012747,             0.00012747,             0.00012747
                     49,                0.97964,                0.63187,                 1.2608,                0.83369,                0.63446,                0.76554,                0.38487,                 1.7915,                 1.0873,                 2.1847,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     50,                0.97894,                0.65004,                 1.2364,                0.74379,                  0.694,                0.77225,                0.39343,                 1.7815,                 1.0919,                 2.1764,             7.0878e-05,             7.0878e-05,             7.0878e-05
